title,title_id,genre,authors,weekdays,length,subscribers,views,likes,status,synopsis,rating,year
A Marriage Contract with Two Husbands,5792,ROMANTIC FANTASY,"Suin, Baes, Kum Eunha",SATURDAY,Short,153933,4561982,342141,COMPLETED,"“Apa yang terjadi jika saya menikahi kedua suami?”

Demi menyelamatkan keluarganya, Roseline Crimsonrose terpaksa menikah kontrak dengan Grand Duke Melchior Postenmyer. Ternyata, Melchior bersedia membantunya karena Roseline mengingatkannya akan cinta pertamanya yang berwajah serupa. Roseline yang merasa sedih karena menganggap diri sebagai 'kembaran' dari cinta pertama Melchior, mengambil Julian yang terlihat persis suaminya saat muda, menjadi muridnya tanpa menyangka dirinya akan mendengar pengakuan yang mengejutkan...",5,2023
The Guy Upstairs,5787,THRILLER,Hanza Art,FRIDAY,Medium,205187,6868169,629860,HIATUS,Rozy sering mendengar suara-suara aneh dari tetangga atas apartemennya yang ditinggali oleh seorang lelaki misterius... dengan tindakan yang mencurigakan,5,2023
Secret Recipe,5786,THRILLER,"drawingchanggo, Ming Gyu",WEDNESDAY,Short,109035,4462145,427653,COMPLETED,"Ini mi rebus daging, kan...? Kenapa rasanya berbeda, ya?

Berawal dari ""pembuktian diri"" pada teman lama saat reuni, membuat Joo In Gong terdorong untuk membuka restoran sendiri bermodalkan keberanian. Tapi... sepertinya In Gong terjebak dalam situasi yang membuat masakannya ""berbeda"". Perbedaan apa yang ada pada masakannya?",5,2023
The Husband-Eating Woman,5785,THRILLER,nanaeun,TUESDAY,Short,100168,4764530,484244,COMPLETED,"Lee Youngwon, suami Sung Mi In yang terkenal sebagai sosok suami yang sangat pengertian dan ""sempurna"". Hal yang tak diketahui oleh publik adalah sisi sang suami yang suka melakukan hal-hal mistisisme mengerikan. Youngwon dan sang ibu kerap melakukannya pada Mi In, sebenarnya apa tujuan mereka?",5,2023
The New Employee Chairman Kang,5784,DRAMA,"Seon, SeungSeungi, SK",SUNDAY,Short,30681,1736658,145439,COMPLETED,"Kang Yongho, Presidir grup Choi Sung, salah satu dari 10 konglomerat terbesar di korea. Setelah pengumuman pensiun mendadak, tiba-tiba seorang anak magang jatuh dari lantai atas dan membentur kepala presdir. Lalu saat terbangun, jiwanya tertukar dengan si anak magang?! Meskipun begitu dia harus tetap berangkat kerja untuk melindungi perusahaan yang dia besarkan dengan susah payah sebelum anak-anaknya dan orang lain meruntuhkan grup Choi Sung miliknya.",5,2023
My Crush Got Possessed by the Duke,5783,ROMANTIC FANTASY,"Juksoon, Dadam",FRIDAY,Medium,95121,2582537,271161,HIATUS,"Yoo Soa, siswi SMA berumur 18 tahun, adalah maniak komik fantasi romantis. Tapi, apa yang akan dilakukan Soa ketika gebetannya sejak kecil, Han Yoosung, mendadak kerasukan karakter duke dari kisah fantasi romantis yang dibaca Soa?!",5,2023
I Adopted the Male Lead from the Shelter,5782,ROMANTIC FANTASY,"Yuji Star, Seol Danhee",TUESDAY,Medium,260142,11903637,1127364,ONGOING,"Aku terlahir kembali menjadi Siena Robert, putri kejam dari pemilik tempat penampungan tahanan ilegal. Aku mengetahui akhir dari hidupku di tangan Duke yang akan datang ke tempat penampungan untuk mencari anaknya yang bernama Ivan. Aku harus mengubah jalan cerita dengan membawa Ivan pergi dari tempat penampungan!",2.55,2023
The Academy's Genius Swordsman,5781,FANTASY,"C.H, SeoGwando",MONDAY,Long,306650,19377017,1294852,ONGOING,"Setelah berhasil mengalahkan raksasa Ahayute, Ronan bersiap menyambut kematian dengan tubuhnya yang melemah. Namun di saat-saat terakhirnya, muncul 'delapan sayap' yang menginvasi bumi. Sebelum Ronan sempat bertarung melawan makhluk tersebut, suatu hal terjadi yang membuat ia kembali ke masa remajanya–sekitar 10 tahun sebelum monster dan raksasa mendatangi bumi. Berbekal ingatan dan keahlian pedangnya, Ronan mulai mempersiapkan diri untuk peperangan yang akan terjadi di masa depan.",3.65,2023
Becoming the Obsessive Male Lead's Ex-Wife,5780,ROMANTIC FANTASY,"Honey-Ginger, HaDam, Perzel",WEDNESDAY,Medium,410488,16718111,1182887,ONGOING,"Irwen Lillias, yang dikenal sebagai Duchess Carlyle, istri dari Pervin Carlyle yang jahat dan kasar tiba-tiba berubah! Setelah 4 tahun pernikahan yang mereka jalani dengan saling membenci, di sisa 1 tahun penikahan, Irwen tiba-tiba menunjukkan perubahan drastis dalam dirinya. Pelvin kembali goyah, sebenarnya apa yang terjadi?! Apa tujuan Irwen?!",2.7,2023
Obsidian Bride,5779,ROMANTIC FANTASY,"V0RA Chung purm, Team Quartz",MONDAY,Long,365504,17912668,1558790,ONGOING,"Lueri Ryza hanya bisa bermimpi soal cinta, setelah dijual keluarganya untuk dinikahkan seorang bangsawan yang memperlakukannya bagai sampah. Pada titik terbawah hidupnya, tiba-tiba Lueri diundang mengikuti “Kotak Permata”, ajang pencarian pasangan yang disiarkan ke seluruh kerajaan, untuk menggantikan kontestan yang menghilang! Dengan penampilan barunya sebagai “Obsidian”, akankah Lueri menemukan cinta sejatinya? Atau akankah identitas aslinya terkuak?",3.25,2023
Creep Out,5778,HORROR,Ino Septian,SUNDAY,Short,113627,7948535,921342,COMPLETED,"Satu persatu keluarga Nara direnggut oleh makluk mistis, namun terkuak bahwa di balik itu semua tersimpan kutukan keluarga yang mengerikan. Bisakah Arya menyelamatkan Nara... atau haruskah Nara menyusul kakak dan ibunya? ",5,2023
"Cry, or Better Yet, Beg",5756,ROMANTIC FANTASY,"VAN JI, Solche",WEDNESDAY,Medium,1461638,64271521,4356687,ONGOING,"Mahakarya Keluarga Herhardt, penguasa muda surga Arvis, sekaligus pembantai burung yang indah—itulah Matthias von Herhardt. Suatu hari, takdir mempertemukannya dengan Layla Llewellyn, burung kecil yang menggoyahkan dan memorak-porandakan kehidupannya yang sempurna. Arvis yang seindah surga berubah menjadi sangkar, dan di dalamnya tergelar kisah cinta bercampur kebencian.",2.95,2023
Noises,5714,DRAMA,Deevn,MONDAY,Short,80811,2467471,314554,COMPLETED,"Suatu hari Rizki, abang Razzan, menghilang. Semenjak itu Razzan mulai mendengarkan isi hati semua orang yang ia sebut sebagai NOISES. Pendengaran ini membawanya ke berbagai masalah yang tidak bisa ia hadapi, hingga ketika dia menutup diri dari dunia, NOISES Mala seorang gadis misterius menembus penyumbat telinganya. Kehidupan Razzan pun mulai berubah.",3.4,2023
Epiphany,5712,DRAMA,kielchii,TUESDAY,Short,84560,1678666,197682,HIATUS,"Kiri, seorang mantan aktor dengan nama alias Keith Efron, mencoba memecahkan misteri kematian ayahnya melalui buku yang dititipkan kepadanya. Ketika Kiri berhasil mendapatkan nama seseorang di balik kasus kematian ayahnya, dia diserang hingga dia lupa semua ingatannya.

Sampai akhirnya dia bertemu teman masa kecilnya, Sora. Dan melalui Sora, dia mencoba mendapatkan kembali ingatannya untuk menyelesaikan kasus tersebut",5,2023
One Coin Clear,5690,ACTION,"Studio hohoee, Akheres",TUESDAY,Medium,36135,1786057,137352,COMPLETED,"Ratusan juta orang di seluruh dunia tergila-gila pada game VR bernama “Dantalian”. Namun pada suatu hari, tanpa diketahui penyebabnya, tiba-tiba muncul sebuah pesan misterius yang menyatakan bahwa jika player mati di dalam game, maka player akan mati pula di kehidupan nyata! Untuk menyelamatkan adiknya yang terperangkap dalam game tersebut, Yoo Taeyang harus mengerahkan seluruh kemampuannya… walau ia sama sekali tak pernah bermain “Dantalian” sebelumnya!",2.95,2023
I'm Nobody's Shadow,5689,ROMANTIC FANTASY,"meteor, bongyee, Rana",SUNDAY,Short,124449,5793277,552670,COMPLETED,"Demi suaminya tercinta, Inez Briarton rela menjadikan suaminya seorang ""Pelukis dengan Tangan Emas"" dengan lukisannya karyanya dan hidup sebagai pelukis bayangan sepanjang hidupnya. Sayangnya, rasa cintanya itu dibalas dengan perselingkuhan yang dilakukan Ryan—suaminya, dengan Charlotte—sahabat Inez satu-satunya.

Inez berbaik hati memaafkan suaminya dan berusaha lebih keras demi mendapatkan cinta Ryan, tapi yang menyambutnya adalah kematian akibat pengkhianatan suaminya. Di embusan napas terakhirnya, Inez menyesali semua yang telah hilang dan direbut darinya. Sehingga saat keajaiban terjadi dan dia bisa kembali ke masa lalu, Inez memutuskan untuk mendapatkan kembali semua yang seharusnya menjadi miliknya.",5,2023
The Tiger God of Jangsan,5688,ROMANCE,"SEORU, Ryoung",SATURDAY,Short,388883,14125963,1276807,COMPLETED,"Hong Siah, pelajar super pintar yang telah ditinggal oleh orang tuanya ini kini hidup bersama sang bibi dan membuat kenangan masa sekolah bersama dua sahabatnya. Tapi kenapa dunia seperti tak berpihak padanya? Walau aneh, semua mulai berubah setelah pertemuan Siah dengan siluman harimau, Jangsanbeom. Kehidupannya berubah, tapi dengan cara khas Jangsanbeom. Bagaimana jadinya kehidupan baru Siah?",2.8,2023
Castle II,5687,ACTION,JEONG YEON,FRIDAY,Medium,83801,4758161,319123,HIATUS,"Seorang pembunuh yang mengasah pedangnya untuk membalas dendam. 
Inilah pertarungan melawan dunia gelap untuk merebutkan ""Kekuasaan Mutlak""",3.25,2023
I Am the Villain,5686,ROMANTIC FANTASY,Sejji,WEDNESDAY,Short,194636,7045613,594239,HIATUS,"Dia adalah Lucia Aurelius, seorang tokoh antagonis yang memiliki nasib yang cukup tragis. Tapi yang 'Lucia Aurelius' yang sekarang bukanlah 'Lucia Aurelius' yang dulu! Kali ini, dia akan berusaha mengubah nasib tragisnya agar menjadi lebih indah dengan... membatalkan pertunangan dan memperbaiki hubungannya yang berantakan dengan orang-orang terdekatnya. Berhasilkah dia?",3.5,2023
Spy House,5665,DRAMA,"Beck ho an, SOON, AGUR, Kim sunhee by SEOLTANG / KENAZ",SATURDAY,Short,38237,1238683,129659,COMPLETED,"Choi Jian adalah seorang agen intelijen negara yang tengah memburu “Invisible Man”, buronan pembawa senjata pemusnah massal yang disebut “tanduk kambing”. Namun, di tengah pengejaran, dia menyaksikan kematian seniornya yang ia cintai dan memutuskan untuk berhenti dari pekerjaannya.

Tiga tahun kemudian, Jian tak sengaja menemukan seseorang dengan tato kupu-kupu menyerupai """"Invisible Man"""" saat sedang mengantar pesanan ayam toko keluarganya. Akhirnya dia memutuskan untuk pindah ke share house tempat pemilik tato kupu-kupu tersebut tinggal untuk membuktikan kecurigaannya. Berhasilkah Jian membalaskan dendam kematian orang yang dicintainya?",5,2023
Give Me the Money,5664,ACTION,"DONEUK, EUN RYU",WEDNESDAY,Short,58430,2359051,166980,COMPLETED,"Anggota pasukan khusus ini berbahaya! Itulah yang membuatnya, Kim Juhyuk, diberhentikan secara paksa dari keanggotaan dan kini jadi... pegawai kantoran biasa. Tapi suatu hari, ""kehebatan""nya itu berguna karena Juhyuk tiba-tiba terlibat di ""permainan"" yang bisa membuatnya kaya. Tapi jika melakukan kesalahan, dia bisa bangkrut! Permainan apa yang mengepung mantan anggota pasukan khusus ini?",5,2023
The Dark Mage's Return to Enlistment,5663,ACTION,"Oh Comic, hwanggeumbidulgi",MONDAY,Medium,116122,4891010,336508,HIATUS,"Kim Minjun, si penyihir hitam yang sempat dipanggil ke dunia Isgard ini akhirnya bisa kembali ke dunia asalnya! Ingin segera memainkan mobile game favoritnya, ternyata Minjun harus menghadapi masalah baru di dunianya itu. Dunia tempat dia berasal ternyata kini dipenuhi monster, jadi kini semua orang harus mengikuti wajib militer! Bagaimana kehidupan Minjun di sana, ya?",3.45,2023
I Will Live the Life of a Villainess,5662,ROMANTIC FANTASY,"Massi, TARU, Mintberry",FRIDAY,Short,296717,16022478,1430901,COMPLETED,"Akibat kecelakaan yang dialaminya, Jung Yuna merasuki tubuh tokoh antagonis utama dari novel yang pernah ia baca, dan kini ia harus hidup sebagai Elena Rosaria! Di dunia barunya, ia berhadapan dengan berbagai rintangan—orang tuanya dan masalah penerus keluarga, pertunangannya dengan putra mahkota kekaisaran yang vulgar dan menyebalkan, serta masalah lady-lady di sekitarnya. Ditambah lagi, gerak-gerik pangeran pertama kekaisaran juga mencurigakan. Jangan-jangan dia juga bukan pangeran pertama yang 'asli'!",3.15,2023
A Martial Master Wakes Up as a Concubine,5661,ROMANTIC FANTASY,"LICO, koyanghee",THURSDAY,Medium,247330,11374795,1024674,HIATUS,"Cheon Nyeon Bi, seorang ahli terkuat bela diri mati karena memakan buah naga beracun yang diberikan oleh kekasihnya. Tiba-tiba Cheon Nyeon Bi terbangun dalam tubuh selir kaisar bernama Cheon Soyeo! Cheon Nyeon Bi harus menyesuaikan diri dan sikap menjadi seorang selir! Di saat dia menyesuaikan diri menjadi selir, Cheon Nyeon Bi bertemu dengan seorang laki-laki yang identitasnya... tidak mudah untuk diketahui",3.35,2023
Iseop's Romance,5660,ROMANCE,"248, Anna Kim",TUESDAY,Medium,1239927,75853997,5033005,HIATUS,"Kang Minkyung adalah karyawan terbaik di TK grup yang karirnya melejit dalam waktu singkat. Namun pada suatu hari, tiba-tiba ia ditunjuk menjadi sekretaris sang direktur eksekutif, Tae Iseop! Bagaimana kisah cinta kantoran antara seorang anak konglomerat yang 'mageran' dan sekretarisnya yang kelewat ambis?!",3.7,2023
My Younger Boss,5658,ROMANCE,"LICO, Park soo jung",SUNDAY,Short,363600,16197011,1038410,COMPLETED,"Sejak kecil, Kang Sihyun membesarkan Yoon Taeha. Tetapi setelah dia dewasa dan mendaftar wajib militer, kabar Yoon Taeha tidak bisa didengar lagi. Kang Sihyun selalu mencari Yoon Taeha, namun tidak dapat menemukannya. Beberapa tahun berlalu, Kang Sihyun akan memutuskan menikahi pacar yang sudah ia pacari selama 6 tahun. Tiba-tiba di hadapannya, lelaki yang dibesarkannya semasa kecil, Yoon Taeha, kembali muncul sebagai bosnya!",5,2023
Shivers,5652,HORROR,Re:ON Comics,SUNDAY,Short,48969,1189357,108096,ONGOING,Kumpulan komik thriler karya para komikus muda berbakat Indonesia yang pantang untuk dilewatkan,3.95,2023
Memento (mori): Pseudo-Daycare,5601,FANTASY,Dae Dind,TUESDAY,Short,89424,1903310,289541,COMPLETED,"Demi mencapai tujuan mereka untuk pergi ke masa lalu, tiga orang petualang yang biasa menghabiskan waktunya dengan melawan monster rela melakukan segala cara untuk mewujudkannya! Termasuk menjadi penjaga....daycare....? ",5,2023
Simulasi Pernikahan,5600,DRAMA,"Hwang ju young, Kimlate",THURSDAY,Short,69080,6025609,620443,COMPLETED,"Dalam waktu singkat, tingkat pernikahan dan populasi menurun drastis. Pernikahan bukan lagi tentang cinta, melainkan investasi. Kini hadir: sebuah ""Simulasi Pernikahan"" yang dapat mensimulasikan masa depanmu dan pasanganmu nanti. Dengan program ini, pasangan yang berencana menikah bisa lebih mengenal satu sama lain terlebih dahulu sebelum beranjak ke jenjang yang lebih serius. Jadi, yakin kamu mau nikah?",5,2023
Obsessive Idol,5572,THRILLER,"Ryoung, Yunana",THURSDAY,Short,167582,6971066,757124,COMPLETED,"Hong Jooah, murid buangan yang diganggu setiap hari di sekolah, mencintai seorang top idol Go Yohan. Jooah iri dengan kehidupan seorang idol yang dicintai oleh banyak orang, dan Yohan iri dengan kehidupan orang biasa dan bebas. Suatu hari, tubuh mereka tertukar! Mereka pun terpaksa menjalani kehidupan satu sama lain yang terlihat berbeda 180 derajat, hanya untuk menemukan persamaan di antara keduanya.",5,2023
The Nuance of Lies,5571,THRILLER,SAZ,SUNDAY,Short,82610,3656507,360402,COMPLETED,"Go Inyoung dibuat marah besar setelah tahu sahabatnya yang selama ini hidup susah bersamanya ternyata seorang anak kaya raya yang hanya mencoba menjalani kehidupan orang miskin. Di saat Inyoung ingin memikirkan cara berteman kembali dengan sang sahabat, tiba-tiba handphone yang ditemukannya membuat wajahnya terekspos ke seluruh negeri dan semua orang menyebutnya Oh Neulyoung! Siapa Oh Neulyoung ini sebenarnya?",5,2023
"Reporting for Duty, Duchess!",5570,ROMANTIC FANTASY,"bitterber, RIMYO",THURSDAY,Long,251106,16258257,1476589,COMPLETED,"Kapten pasukan khusus Korea Lee Yuna yang sangat berjiwa tentara dan tak pernah memikirkan romansa dalam hidupnya, harus kehilangan kesadarannya ketika terjadi penyerangan di luar negeri. Dia pun masuk ke dalam tubuh Rosalie, salah satu tokoh sampingan di dalam novel yang ditulis temannya. Untuk memulihkan keluarga Rosalie yang akan jatuh karena ibu tirinya dan menghindari bahaya, Kapten Lee Yuna harus mengatasi semuanya di tubuh Rosalie yang lemah. ",5,2023
Super String: Marco Polo's Travel to the Multiverse,5568,FANTASY,"Boichi, Inwan Youn",SATURDAY,Short,29201,626533,46414,COMPLETED,"Marco Polo, petugas kebersihan dek dari Venice, dulunya merupakan keluarga konglomerat yang kini bangkrut. Orang tuanya sudah meninggal dan menyisakan setumpuk utang pada anak-anak mereka. Untuk menghidupi adik-adiknya, Marco Polo melamar pelayaran berbahaya ke Afrika. Kemudian dia bertemu dengan monster misterius di laut, kapalnya karam dan dia hilang! Ketika membuka mata, dia bertemu dengan seorang perempuan asing. Akhirnya cerita baru Marco Polo dimulai!",5,2023
Beloved by My In-Laws,5567,ROMANTIC FANTASY,"Gyeoni, tae so-jung",FRIDAY,Short,293544,12643939,1102105,COMPLETED,"Reina, anak yang selalu disiksa dan mengurus rumah di kediaman keluarganya sendiri tiba-tiba ""dijual""! Tapi... tak seperti bayangan biasanya, keluarga calon suaminya, Keluarga Despencer sangat menyayangi Reina bahkan memperebutkan cinta dan perhatiannya! Bagaimana Keluarga Despencer menunjukkan love language mereka pada Reina?",5,2023
I was the Final Boss,5566,ACTION,LuckS,TUESDAY,Long,157933,8484958,646070,ONGOING,"Baphomet adalah bos terakhir menara yang tak tertandingi. Hunter yang tak terhitung jumlahnya berusaha untuk menumpasnya, namun usaha mereka tak ada yang membuahkan hasil. Baphomet yang kian bosan dengan kesehariannya pun lambat laun penasaran dengan kehidupan manusia. Suatu hari, Baphomet dikalahkan oleh Raven, hunter terkuat di bumi, dan menyadari bahwa ia ingin menjadi manusia. Di saat kematian menghampirinya, keinginan satu-satunya Baphomet pun terkabul! Ia menjadi manusia… namun seluruh kekuatannya hilang?!",5,2023
My First Love Hate,5565,ROMANCE,MANGDU,MONDAY,Medium,225846,10624582,1023020,COMPLETED,"Kang Eunha, yang bermimpi jadi guru, akhirnya berhasil memasuki universitas impiannya. Namun di hari pertama Eunha berkuliah, ia bertemu dengan seorang cowok dari masa lalunya, Ha Seungmin, yang merupakan teman masa kecil sekaligus cinta pertamanya! Dulu, Eunha menjauh darinya karena Seungmin tiba-tiba bergaul dengan kawanan berandal sekolahnya, namun sekarang, Seungmin malah perlahan mendekati Eunha lagi! Akankah rasa cinta itu muncul kembali?",5,2023
Taming the Corrupted,5564,ROMANTIC FANTASY,"LICO, Purple village",SATURDAY,Medium,399811,19032183,1580894,COMPLETED,"Arene Sercia mengira hidupnya akan berakhir setelah dikhianati dan dibunuh oleh tunangannya, Damian. Namun, takdir berkata lain. Arene kembali ke kehidupannya 4 tahun lalu, saat sang ayah masih hidup dan dia belum bertemu dengan Damian. Di kesempatan kedua ini, Arene berambisi untuk membalaskan dendamnya pada Damian dengan mengangkat Kassadin, seorang gladiator yang juga adalah budak, menjadi adik laki-lakinya.

Bisakah rencana pembalasan dendam Arene berjalan lancar? Dan siapa Kassadin sebenarnya?",5,2023
